0.002000, 0.000000, 0.000000;
0.004000, 30.000000, 0.000000;
0.006000, 30.000000, 0.000000;
0.008000, 30.000000, 0.000000;
0.010000, 30.000000, 0.000000;
0.012000, 30.000000, -0.000000;
0.014000, 30.000000, -0.000000;
0.016000, 30.000000, -0.000000;
0.018000, 30.000000, -0.000000;
0.020000, 30.000000, -0.000000;
0.022000, 30.000000, -0.000000;
0.024000, 30.000000, -0.000000;
0.026000, 30.000000, -0.000000;
0.028000, 30.000000, -0.000000;
0.030000, 30.000000, -0.000000;
0.032000, 30.000000, -0.000000;
0.034000, 30.000000, -0.000000;
0.036000, 30.000000, -0.000000;
0.038000, 30.000000, 0.000000;
0.040000, 30.000000, 0.000000;
0.042000, 30.000000, 0.000000;
0.044000, 30.000000, 0.000000;
0.046000, 30.000000, 0.000000;
0.048000, 30.000000, -0.000000;
0.050000, 30.000000, -0.000000;
0.052000, 30.000000, -0.000000;
0.054000, 30.000000, -0.000000;
0.056000, 30.000000, -0.000000;
0.058000, 30.000000, -0.000000;
0.060000, 30.000000, -0.000000;
0.062000, 30.000000, -0.000000;
0.064000, 30.000000, -0.000000;
0.066000, 30.000000, -0.000000;
0.068000, 30.000000, -0.000000;
0.070000, 30.000000, 0.095451;
0.072000, 30.000000, 0.174883;
0.074000, 30.000000, 0.232401;
0.076000, 30.000000, 0.266728;
0.078000, 30.000000, 0.286843;
0.080000, 30.000000, 0.297946;
0.082000, 30.000000, 0.303367;
0.084000, 30.000000, 0.305273;
0.086000, 30.000000, 0.304860;
0.088000, 30.000000, 0.302875;
0.090000, 30.000000, 0.299775;
0.092000, 30.000000, 0.295833;
0.094000, 30.000000, 0.291212;
0.096000, 30.000000, 0.286012;
0.098000, 30.000000, 0.280297;
0.100000, 30.000000, 0.274111;
0.102000, 30.000000, 0.267488;
0.104000, 30.000000, 0.260490;
0.106000, 30.000000, 0.253147;
0.108000, 30.000000, 0.245500;
0.110000, 30.000000, 0.237592;
0.112000, 30.000000, 0.229471;
0.114000, 30.000000, 0.221183;
0.116000, 30.000000, 0.212777;
0.118000, 30.000000, 0.204299;
0.120000, 30.000000, 0.195791;
0.122000, 30.000000, 0.187296;
0.124000, 30.000000, 0.178862;
0.126000, 30.000000, 0.170529;
0.128000, 30.000000, 0.162330;
0.130000, 30.000000, 0.154296;
0.132000, 30.000000, 0.146450;
0.134000, 30.000000, 0.138812;
0.136000, 30.000000, 0.131400;
0.138000, 30.000000, 0.124225;
0.140000, 30.000000, 0.117296;
0.142000, 30.000000, 0.110619;
0.144000, 30.000000, 0.104222;
0.146000, 30.000000, 0.098108;
0.148000, 30.000000, 0.092276;
0.150000, 30.000000, 0.086724;
0.152000, 30.000000, 0.081447;
0.154000, 30.000000, 0.076436;
0.156000, 30.000000, 0.071685;
0.158000, 30.000000, 0.067184;
0.160000, 30.000000, 0.062922;
0.162000, 30.000000, 0.058888;
0.164000, 30.000000, 0.055112;
0.166000, 30.000000, 0.051580;
0.168000, 30.000000, 0.048279;
0.170000, 30.000000, 0.045195;
0.172000, 30.000000, 0.042313;
0.174000, 30.000000, 0.039618;
0.176000, 30.000000, 0.037097;
0.178000, 30.000000, 0.034736;
0.180000, 30.000000, 0.032520;
0.182000, 30.000000, 0.030438;
0.184000, 30.000000, 0.028533;
0.186000, 30.000000, 0.026790;
0.188000, 30.000000, 0.025192;
0.190000, 30.000000, 0.023726;
0.192000, 30.000000, 0.022375;
0.194000, 30.000000, 0.021128;
0.196000, 30.000000, 0.019970;
0.198000, 30.000000, 0.018890;
0.200000, 30.000000, 0.017877;
0.202000, 30.000000, 0.016921;
0.204000, 30.000000, 0.016085;
0.206000, 30.000000, 0.015355;
0.208000, 30.000000, 0.014716;
0.210000, 30.000000, 0.014155;
0.212000, 30.000000, 0.013659;
0.214000, 30.000000, 0.013216;
0.216000, 30.000000, 0.012816;
0.218000, 30.000000, 0.012449;
0.220000, 30.000000, 0.012106;
0.222000, 30.000000, 0.011780;
0.224000, 30.000000, 0.011556;
0.226000, 30.000000, 0.011418;
0.228000, 30.000000, 0.011352;
0.230000, 30.000000, 0.011344;
0.232000, 30.000000, 0.011383;
0.234000, 30.000000, 0.011457;
0.236000, 30.000000, 0.011557;
0.238000, 30.000000, 0.011674;
0.240000, 30.000000, 0.011799;
0.242000, 30.000000, 0.011924;
0.244000, 30.000000, 0.012157;
0.246000, 30.000000, 0.012478;
0.248000, 30.000000, 0.012871;
0.250000, 30.000000, 0.013322;
0.252000, 30.000000, 0.013817;
0.254000, 30.000000, 0.014345;
0.256000, 30.000000, 0.014893;
0.258000, 30.000000, 0.015453;
0.260000, 30.000000, 0.016015;
0.262000, 30.000000, 0.016570;
0.264000, 30.000000, 0.017242;
0.266000, 30.000000, 0.018011;
0.268000, 30.000000, 0.018857;
0.270000, 30.000000, 0.019762;
0.272000, 30.000000, 0.020706;
0.274000, 30.000000, 0.021674;
0.276000, 30.000000, 0.022652;
0.278000, 30.000000, 0.023628;
0.280000, 30.000000, 0.024595;
0.282000, 30.000000, 0.025544;
0.284000, 30.000000, 0.026620;
0.286000, 30.000000, 0.027783;
0.288000, 30.000000, 0.028993;
0.290000, 30.000000, 0.030218;
0.292000, 30.000000, 0.031437;
0.294000, 30.000000, 0.032634;
0.296000, 30.000000, 0.033803;
0.298000, 30.000000, 0.034941;
0.300000, 30.000000, 0.036048;
0.302000, 30.000000, 0.037126;
0.304000, 30.000000, 0.038342;
0.306000, 30.000000, 0.039635;
0.308000, 30.000000, 0.040955;
0.310000, 30.000000, 0.042266;
0.312000, 30.000000, 0.043547;
0.314000, 30.000000, 0.044787;
0.316000, 30.000000, 0.045984;
0.318000, 30.000000, 0.047142;
0.320000, 30.000000, 0.048268;
0.322000, 30.000000, 0.049366;
0.324000, 30.000000, 0.050620;
0.326000, 30.000000, 0.051958;
0.328000, 30.000000, 0.053320;
0.330000, 30.000000, 0.054669;
0.332000, 30.000000, 0.055980;
0.334000, 30.000000, 0.057245;
0.336000, 30.000000, 0.058465;
0.338000, 30.000000, 0.059644;
0.340000, 30.000000, 0.060792;
0.342000, 30.000000, 0.061915;
0.344000, 30.000000, 0.063206;
0.346000, 30.000000, 0.064583;
0.348000, 30.000000, 0.065984;
0.350000, 30.000000, 0.067366;
0.352000, 30.000000, 0.068705;
0.354000, 30.000000, 0.069993;
0.356000, 30.000000, 0.071230;
0.358000, 30.000000, 0.072424;
0.360000, 30.000000, 0.073585;
0.362000, 30.000000, 0.074722;
0.364000, 30.000000, 0.076030;
0.366000, 30.000000, 0.077424;
0.368000, 30.000000, 0.078838;
0.370000, 30.000000, 0.080228;
0.372000, 30.000000, 0.081569;
0.374000, 30.000000, 0.082855;
0.376000, 30.000000, 0.084087;
0.378000, 30.000000, 0.085274;
0.380000, 30.000000, 0.086428;
0.382000, 30.000000, 0.087560;
0.384000, 30.000000, 0.088866;
0.386000, 30.000000, 0.090259;
0.388000, 30.000000, 0.091671;
0.390000, 30.000000, 0.093058;
0.392000, 30.000000, 0.094395;
0.394000, 30.000000, 0.095676;
0.396000, 30.000000, 0.096905;
0.398000, 30.000000, 0.098092;
0.400000, 30.000000, 0.099250;
0.402000, 30.000000, 0.100391;
0.404000, 30.000000, 0.101714;
0.406000, 30.000000, 0.103127;
